(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-4546269695, 401) 1 | (401, 4546269695) 9
(-4526236907, 4913744639) 2 | (4913744639, 4526236907) 6
(-4501195943, 2447727469) 1 | (2447727469, 4501195943) 4
(-4473886761, 3351038318) 8 | (3351038318, 4473886761) 1
(-4437954518, 1040049657) 3 | (1040049657, 4437954518) 2
(-4418784861, 34966067) 3 | (34966067, 4418784861) 2
(-4411788782, 197169) 4 | (197169, 4411788782) 4
(-4404784792, 540518477) 1 | (540518477, 4404784792) 3
(-4398524363, 4913875308) 6 | (4913875308, 4398524363) 1
(-4383981027, 455578) 40 | (455578, 4383981027) 0
(-4375424998, 20347956789) 3 | (20347956789, 4375424998) 4
(-4360362443, 3915214947) 6 | (3915214947, 4360362443) 3
(-4313623339, 5630440389) 1 | (5630440389, 4313623339) 8
(-4289900969, 2054053408) 12 | (2054053408, 4289900969) 11
(-4231620697, 7517450123) 4 | (7517450123, 4231620697) 2
(-4145656722, 8035128845) 4 | (8035128845, 4145656722) 3
(-4136195145, 7120369889) 3 | (7120369889, 4136195145) 5
(-4131478311, 7076669141) 3 | (7076669141, 4131478311) 5
(-4129850921, 8090306432) 3 | (8090306432, 4129850921) 1
(-4121047966, 37521552435) 7 | (37521552435, 4121047966) 2
(-4064475386, 5) 3 | (5, 4064475386) 1
(-4039533337, 1036923330) 1 | (1036923330, 4039533337) 6
(-4022181401, 927304346698) 5 | (927304346698, 4022181401) 3
(-4005867497, 834097636) 1 | (834097636, 4005867497) 15
(-3982580197, 2827551149) 2 | (2827551149, 3982580197) 4
(-3982192051, 34217261895) 1 | (34217261895, 3982192051) 0
(-3955680873, 4308164057) 4 | (4308164057, 3955680873) 5
(-3920879494, 710080432876480531) 5 | (710080432876480531, 3920879494) 1
(-3909396760, 583813) 3 | (583813, 3909396760) 5
(-3903728264, 5) 1 | (5, 3903728264) 5
(-3900525731, 25647834506544) 1 | (25647834506544, 3900525731) 1
(-3898387952, 1) 1 | (1, 3898387952) 1
(-3891191520, 73606833981931) 1 | (73606833981931, 3891191520) 3
(-3880966513, 14597811213) 4 | (14597811213, 3880966513) 1
(-3877191406, 31371999213457) 8 | (31371999213457, 3877191406) 2
(-3840524034, 3364275853) 2 | (3364275853, 3840524034) 5
(-3839340567, 3912664787) 1 | (3912664787, 3839340567) 4
(-3828427269, 2769096116) 5 | (2769096116, 3828427269) 1
(-3801326605, 2) 22 | (2, 3801326605) 30
(-3734677963, 4050979993) 4 | (4050979993, 3734677963) 1
(-3723554633, 12300946550) 5 | (12300946550, 3723554633) 1
(-3674432451, 3856615733) 2 | (3856615733, 3674432451) 2
(-3601677231, 27304874424302) 1 | (27304874424302, 3601677231) 5
(-3592142624, 760926225417) 3 | (760926225417, 3592142624) 2
(-3563723113, 6075476668) 3 | (6075476668, 3563723113) 1
(-3541077564, 4132538687) 6 | (4132538687, 3541077564) 0
(-3507362234, 206380415) 1 | (206380415, 3507362234) 4
(-3447175933, 194751528) 7 | (194751528, 3447175933) 2
(-3411222161, 10391404619) 3 | (10391404619, 3411222161) 5
(-3404322930, 11) 1 | (11, 3404322930) 3
(-3402610557, 9913548061) 1 | (9913548061, 3402610557) 1
(-3388579582, 3924923863) 5 | (3924923863, 3388579582) 5
(-3341391805, 2378413709) 1 | (2378413709, 3341391805) 3
(-3328386923, 2530800980) 2 | (2530800980, 3328386923) 1
(-3319791663, 21300668720) 4 | (21300668720, 3319791663) 1
(-3297675867, 6842083306) 1 | (6842083306, 3297675867) 1
(-3266242798, 5712117185) 1 | (5712117185, 3266242798) 9
(-3263476739, 16484571135) 3 | (16484571135, 3263476739) 1
(-3259597961, 717099635) 6 | (717099635, 3259597961) 1
(-3241243807, 2279785701) 3 | (2279785701, 3241243807) 2
(-3236507531, 426) 1 | (426, 3236507531) 3
(-3209783024, 330827263) 22 | (330827263, 3209783024) 23
(-3180403671, 77084257) 1 | (77084257, 3180403671) 1
(-3171402080, 2529102031) 3 | (2529102031, 3171402080) 5
(-3131816666, 1224884775) 1 | (1224884775, 3131816666) 1
(-3108555005, 2694902332) 1 | (2694902332, 3108555005) 1
(-3088697697, 4174) 1 | (4174, 3088697697) 1
(-3080283285, 2686228633) 6 | (2686228633, 3080283285) 1
(-3062594586, 3196198255) 1 | (3196198255, 3062594586) 8
(-3016194807, 1) 2 | (1, 3016194807) 3
(-3002241199, 869) 4 | (869, 3002241199) 1
(-2983286444, 3865628025) 4 | (3865628025, 2983286444) 1
(-2968529520, 1077186377) 2 | (1077186377, 2968529520) 2
(-2963788421, 105151799) 6 | (105151799, 2963788421) 2
(-2893719667, 19106232) 44 | (19106232, 2893719667) 42
(-2887465441, 4450603266) 3 | (4450603266, 2887465441) 5
(-2869656709, 4999945887) 7 | (4999945887, 2869656709) 2
(-2834475584, 950920723) 1 | (950920723, 2834475584) 3
(-2812251347, 94160315461640828) 1 | (94160315461640828, 2812251347) 4
(-2789961427, 2862002911) 4 | (2862002911, 2789961427) 2
(-2786574155, 3562460802) 1 | (3562460802, 2786574155) 2
(-2779773186, 23) 5 | (23, 2779773186) 4
(-2775698358, 1169452799) 1 | (1169452799, 2775698358) 1
(-2774887099, 921313) 2 | (921313, 2774887099) 5
(-2739459020, 803259408366211) 28 | (803259408366211, 2739459020) 16
(-2687148319, 597004288194) 6 | (597004288194, 2687148319) 42
(-2674406041, 2377591324) 1 | (2377591324, 2674406041) 7
(-2665774842, 1331913703) 4 | (1331913703, 2665774842) 2
(-2638417209, 1173860407) 1 | (1173860407, 2638417209) 3
(-2631878597, 3348581005) 1 | (3348581005, 2631878597) 2
(-2600376518, 75847062881) 3 | (75847062881, 2600376518) 1
(-2598183727, 514107786) 3 | (514107786, 2598183727) 1
(-2593682699, 269727) 2 | (269727, 2593682699) 4
(-2541332947, 3997643048) 1 | (3997643048, 2541332947) 8
(-2501131189, 9359788) 2 | (9359788, 2501131189) 1
(-2494282571, 138737) 2 | (138737, 2494282571) 6
(-2455560117, 9823838888) 4 | (9823838888, 2455560117) 2
(-2410793593, 12930310613) 1 | (12930310613, 2410793593) 3
(-2405524879, 9466076793) 1 | (9466076793, 2405524879) 1
(-2399253344, 1699037147) 6 | (1699037147, 2399253344) 1
(-2399170502, 4887298487) 5 | (4887298487, 2399170502) 1
(-2372714971, 2) 5 | (2, 2372714971) 5
(-2370350131, 179) 5 | (179, 2370350131) 1
(-2350258714, 2017520693) 9 | (2017520693, 2350258714) 1
(-2325591238, 2804179) 4 | (2804179, 2325591238) 6
(-2307463529, 1077697062) 1 | (1077697062, 2307463529) 3
(-2278721752, 327796526912945315) 2 | (327796526912945315, 2278721752) 6
(-2276475783, 2927000672) 2 | (2927000672, 2276475783) 2
(-2266301172, 738355535561) 5 | (738355535561, 2266301172) 1
(-2258072533, 2806028600) 40 | (2806028600, 2258072533) 40
(-2255196113, 3077454201) 1 | (3077454201, 2255196113) 1
(-2253887923, 3494632) 1 | (3494632, 2253887923) 2
(-2251933265, 564951493667754367) 51 | (564951493667754367, 2251933265) 18
(-2251618345, 4685845998) 1 | (4685845998, 2251618345) 1
(-2246621911, 2467218816) 4 | (2467218816, 2246621911) 3
(-2245864745, 251) 8 | (251, 2245864745) 1
(-2196935302, 155741) 1 | (155741, 2196935302) 5
(-2190623286, 404558945) 6 | (404558945, 2190623286) 3
(-2189080217, 885127451) 4 | (885127451, 2189080217) 7
(-2177678643, 652650196) 2 | (652650196, 2177678643) 1
(-2167615933, 2761930207) 611 | (2761930207, 2167615933) 17
(-2116194562, 335) 4 | (335, 2116194562) 4
(-2103761460, 10728697517) 7 | (10728697517, 2103761460) 3
(-2102208320, 2785125437) 1 | (2785125437, 2102208320) 2
(-2079114228, 5253587003) 1 | (5253587003, 2079114228) 6
(-2043029803, 1712878173431) 3 | (1712878173431, 2043029803) 0
(-2034764675, 17157) 4 | (17157, 2034764675) 1
(-2023015622, 3498669) 1 | (3498669, 2023015622) 1
(-2008364017, 451868838760628) 25 | (451868838760628, 2008364017) 29
(-2007149504, 2063838127) 2 | (2063838127, 2007149504) 8
(-2004660336, 7067501779) 2 | (7067501779, 2004660336) 1
(-1998388929, 6038478362) 5 | (6038478362, 1998388929) 2
(-1992184439, 607) 5 | (607, 1992184439) 32
(-1929362915, 24264443506) 1 | (24264443506, 1929362915) 2
(-1922183983, 1724607247) 9 | (1724607247, 1922183983) 2
(-1874344933, 949885643) 9 | (949885643, 1874344933) 0
(-1844385315, 1189099684) 1 | (1189099684, 1844385315) 2
(-1831992451, 1411429911540849) 7 | (1411429911540849, 1831992451) 0
(-1823931134, 408505657) 37 | (408505657, 1823931134) 0
(-1809680848, 1931739999) 5 | (1931739999, 1809680848) 5
(-1797990089, 3504086021) 7 | (3504086021, 1797990089) 3
(-1792744891, 941324707) 2 | (941324707, 1792744891) 4
(-1786857517, 7546116944) 3 | (7546116944, 1786857517) 1
(-1750203531, 7126761064) 7 | (7126761064, 1750203531) 2
(-1741819643, 8733645406812) 35 | (8733645406812, 1741819643) 22
(-1724304640, 3052305401) 18 | (3052305401, 1724304640) 9
(-1703405509, 5447265172) 4 | (5447265172, 1703405509) 1
(-1698310908, 3440838264750557) 4 | (3440838264750557, 1698310908) 1
(-1671274631, 3425564151) 8 | (3425564151, 1671274631) 2
(-1645074083, 3982583034) 45 | (3982583034, 1645074083) 3
(-1639809793, 1356273711) 3 | (1356273711, 1639809793) 5
(-1624478237, 2577710899) 3 | (2577710899, 1624478237) 3
(-1621687019, 1720249020910739) 34 | (1720249020910739, 1621687019) 2
(-1603104901, 2008231508) 4 | (2008231508, 1603104901) 3
(-1569751684, 313767501018645) 1 | (313767501018645, 1569751684) 1
(-1527215089, 16731090088) 4 | (16731090088, 1527215089) 6
(-1526144665, 574) 1 | (574, 1526144665) 0
(-1517662686, 376263618400829) 3 | (376263618400829, 1517662686) 6
(-1516341419, 1587800110956) 6 | (1587800110956, 1516341419) 3
(-1509259933, 8) 1 | (8, 1509259933) 1
(-1466331771, 1417313834) 2 | (1417313834, 1466331771) 1
(-1419350413, 1) 1 | (1, 1419350413) 2
(-1372720157, 6143243248917) 1 | (6143243248917, 1372720157) 7
(-1372683149, 992284131) 1 | (992284131, 1372683149) 6
(-1365458431, 293616945896481) 3 | (293616945896481, 1365458431) 3
(-1338981539, 13) 1 | (13, 1338981539) 1
(-1332285519, 34467436307458) 2 | (34467436307458, 1332285519) 2
(-1306031315, 1826027589) 1 | (1826027589, 1306031315) 1
(-1302420965, 1794760479546269) 8 | (1794760479546269, 1302420965) 2
(-1279191521, 487816488) 316 | (487816488, 1279191521) 559
(-1266952513, 2523558525) 5 | (2523558525, 1266952513) 22
(-1239850883, 14953982766902) 132 | (14953982766902, 1239850883) 64
(-1186492147, 13656495015736230) 67 | (13656495015736230, 1186492147) 6
(-1159831777, 323) 10 | (323, 1159831777) 0
(-1142211575, 716352245628) 7 | (716352245628, 1142211575) 1
(-1131080577, 2630703421) 5 | (2630703421, 1131080577) 1
(-1077432675, 12060565573) 2 | (12060565573, 1077432675) 1
(-1060984741, 93435574) 6 | (93435574, 1060984741) 2
(-998348782, 547739345) 2 | (547739345, 998348782) 2
(-991967659, 4925) 5 | (4925, 991967659) 2
(-989064098, 7051082321) 35 | (7051082321, 989064098) 60
(-986629464, 959765) 8 | (959765, 986629464) 0
(-982717489, 181003637) 5 | (181003637, 982717489) 1
(-976909580, 167616061) 5 | (167616061, 976909580) 1
(-974963369, 206960703) 1 | (206960703, 974963369) 4
(-974574178, 952847205) 1 | (952847205, 974574178) 1
(-973121616, 5004089549) 1 | (5004089549, 973121616) 1
(-963772736, 694204531) 3 | (694204531, 963772736) 0
(-962827066, 5426898259) 2 | (5426898259, 962827066) 1
(-957992451, 975271100) 2 | (975271100, 957992451) 3
(-951170297, 1171081658) 1 | (1171081658, 951170297) 1
(-947589529, 995889612360) 9 | (995889612360, 947589529) 0
(-942349987, 687098607) 2 | (687098607, 942349987) 1
(-938633475, 9988332462011533) 1 | (9988332462011533, 938633475) 1
(-937574433, 36683656136) 1 | (36683656136, 937574433) 3
(-926618633, 397715236) 2 | (397715236, 926618633) 1
(-924363732, 597408953) 5 | (597408953, 924363732) 2
(-917959898, 2267967) 2 | (2267967, 917959898) 1
(-915532075, 139395817) 4 | (139395817, 915532075) 4
(-905584013, 201252862470078) 1 | (201252862470078, 905584013) 6
(-904850392, 3533653723) 8 | (3533653723, 904850392) 34
(-903411775, 1721) 3 | (1721, 903411775) 1
(-903051207, 603312317) 37 | (603312317, 903051207) 25
(-897334424, 613830598929) 2 | (613830598929, 897334424) 2
(-897087358, 63112323149) 1 | (63112323149, 897087358) 1
(-893940676, 31545) 7 | (31545, 893940676) 2
(-887257618, 654319839) 2 | (654319839, 887257618) 3
(-886300846, 79377178887588799) 1 | (79377178887588799, 886300846) 1
(-878727295, 4782602257) 5 | (4782602257, 878727295) 3
(-877865073, 613897547) 1 | (613897547, 877865073) 3
(-877163737, 527919) 1 | (527919, 877163737) 1
(-868931548, 46340023465825) 4 | (46340023465825, 868931548) 1
(-868267228, 39740841583229) 3 | (39740841583229, 868267228) 2
(-867970992, 8963664191) 6 | (8963664191, 867970992) 4
(-866533583, 516223808) 1 | (516223808, 866533583) 4
(-866492810, 822180541) 10 | (822180541, 866492810) 0
(-857518517, 928133215) 8 | (928133215, 857518517) 2
(-854028051, 371426148656) 1 | (371426148656, 854028051) 3
(-853885956, 935926331) 1 | (935926331, 853885956) 2
(-852633697, 10) 1 | (10, 852633697) 2
(-852019315, 609313417) 1 | (609313417, 852019315) 6
(-850932057, 80571703) 11 | (80571703, 850932057) 2
(-849773739, 710380148) 4 | (710380148, 849773739) 2
(-848371060, 823) 4 | (823, 848371060) 1
(-845616509, 3589779) 2 | (3589779, 845616509) 1
(-838422931, 507517667) 5 | (507517667, 838422931) 5
(-832279763, 1730356609) 7 | (1730356609, 832279763) 2
(-820712627, 300094413) 25 | (300094413, 820712627) 42
(-818588041, 658942894) 1 | (658942894, 818588041) 1
(-816007249, 327717843773157) 40 | (327717843773157, 816007249) 16
(-813476251, 611257842) 1 | (611257842, 813476251) 1
(-804396309, 2212) 2 | (2212, 804396309) 1
(-792944271, 720120694048307) 9 | (720120694048307, 792944271) 0
(-786461758, 628137389599405) 1 | (628137389599405, 786461758) 1
(-784766425, 271319756) 1 | (271319756, 784766425) 2
(-784693411, 901254070) 7 | (901254070, 784693411) 1
(-778947791, 70423998) 2 | (70423998, 778947791) 1
(-775734109, 659748955) 2 | (659748955, 775734109) 2
(-775173795, 665135734) 2 | (665135734, 775173795) 1
(-772656141, 218819900) 3 | (218819900, 772656141) 1
(-765369543, 4713447611) 5 | (4713447611, 765369543) 1
(-761705392, 1732085) 6 | (1732085, 761705392) 1
(-757610387, 18372478) 5 | (18372478, 757610387) 2
(-754826101, 292442133) 2 | (292442133, 754826101) 6
(-753770559, 935) 1 | (935, 753770559) 6
(-751487229, 7076) 4 | (7076, 751487229) 1
(-750080171, 1760190186891) 1 | (1760190186891, 750080171) 1
(-744279559, 22721777238) 22 | (22721777238, 744279559) 20
(-741647881, 57927840) 10 | (57927840, 741647881) 0
(-741642771, 5) 1 | (5, 741642771) 3
(-735364886, 409984975) 1 | (409984975, 735364886) 1
(-732958363, 300743599) 6 | (300743599, 732958363) 4
(-731705825, 933634401) 3 | (933634401, 731705825) 2
(-731065155, 191895356597057) 1 | (191895356597057, 731065155) 2
(-730431692, 274954675) 7 | (274954675, 730431692) 1
(-715606377, 3883) 3 | (3883, 715606377) 6
(-715344918, 324303635) 158 | (324303635, 715344918) 396
(-715229151, 7006299731) 1 | (7006299731, 715229151) 2
(-712417078, 795362735) 7 | (795362735, 712417078) 1
(-711037833, 557907683) 6 | (557907683, 711037833) 4
(-704884997, 809831287) 3 | (809831287, 704884997) 4
(-702805433, 475985283) 9 | (475985283, 702805433) 1
(-700948211, 361) 3 | (361, 700948211) 6
(-700311219, 63038434) 2 | (63038434, 700311219) 5
(-695563581, 176487686) 3 | (176487686, 695563581) 6
(-695453037, 25364383316927) 5 | (25364383316927, 695453037) 5
(-695138327, 82) 3 | (82, 695138327) 2
(-692692561, 97457798730) 2 | (97457798730, 692692561) 0
(-690723754, 772206843) 5 | (772206843, 690723754) 4
(-687315871, 876869221) 4 | (876869221, 687315871) 2
(-685043788, 10153178924073721) 1 | (10153178924073721, 685043788) 1
(-680023411, 24505218918548) 9 | (24505218918548, 680023411) 1
(-679112649, 520) 4 | (520, 679112649) 0
(-678323302, 9077907959) 1 | (9077907959, 678323302) 0
(-675303821, 584707435) 3 | (584707435, 675303821) 4
(-673262491, 7668813794) 1 | (7668813794, 673262491) 1
(-671210494, 148679877) 5 | (148679877, 671210494) 4
(-665467671, 17272) 1 | (17272, 665467671) 2
(-660284801, 44431142) 1 | (44431142, 660284801) 9
(-658512189, 983617481) 7 | (983617481, 658512189) 0
(-656761514, 828430737) 7 | (828430737, 656761514) 0
(-652258537, 6214835532) 1 | (6214835532, 652258537) 5
(-651605781, 26282) 1 | (26282, 651605781) 1
(-648671233, 37395660) 1 | (37395660, 648671233) 8
(-646903487, 3657098466660059) 9 | (3657098466660059, 646903487) 1
(-645495609, 785023984) 1 | (785023984, 645495609) 2
(-641698793, 796968201) 7 | (796968201, 641698793) 2
(-640905793, 706822500) 35 | (706822500, 640905793) 32
(-636351337, 828254929) 3 | (828254929, 636351337) 3
(-635808307, 543262617) 5 | (543262617, 635808307) 3
(-633669722, 344060219) 4 | (344060219, 633669722) 1
(-631114879, 19740941) 4 | (19740941, 631114879) 2
(-630716941, 40365885542) 1 | (40365885542, 630716941) 3
(-627034190, 33452259) 3 | (33452259, 627034190) 2
(-626729445, 514532417) 10 | (514532417, 626729445) 0
(-626487391, 8774371) 6 | (8774371, 626487391) 2
(-623355032, 934838395) 5 | (934838395, 623355032) 2
(-618404933, 918448114) 1 | (918448114, 618404933) 2
(-617441199, 35419) 97 | (35419, 617441199) 11
(-617132219, 975739242) 2 | (975739242, 617132219) 1
(-613939377, 641792300) 12 | (641792300, 613939377) 3
(-612661917, 1245037492) 3 | (1245037492, 612661917) 7
(-610496222, 29772633) 1 | (29772633, 610496222) 2
(-607302079, 170187953) 1 | (170187953, 607302079) 2
(-606849633, 146471605) 7 | (146471605, 606849633) 1
(-605701876, 729995775) 6 | (729995775, 605701876) 12
(-605486851, 72175562510) 5 | (72175562510, 605486851) 2
(-596469077, 58964264) 6 | (58964264, 596469077) 1
(-596376116, 355541063) 1 | (355541063, 596376116) 1
(-593168257, 4023846557) 6 | (4023846557, 593168257) 0
(-587614784, 37) 2 | (37, 587614784) 7
(-586801064, 557380021) 10 | (557380021, 586801064) 10
(-584086127, 2661306699) 4 | (2661306699, 584086127) 4
(-582929418, 438968141) 1 | (438968141, 582929418) 2
(-579995209, 480771787750891348) 1 | (480771787750891348, 579995209) 3
(-574401878, 450981) 6 | (450981, 574401878) 4
(-571042793, 492127161694848714) 1 | (492127161694848714, 571042793) 6
(-569453951, 969655403) 12 | (969655403, 569453951) 31
(-561505504, 1035) 32 | (1035, 561505504) 22
(-558489054, 258672540779) 1 | (258672540779, 558489054) 7
(-557295612, 61521608074283315) 1 | (61521608074283315, 557295612) 2
(-556008513, 870616432) 2 | (870616432, 556008513) 5
(-555400429, 555523791) 2 | (555523791, 555400429) 2
(-550388781, 506068952) 2 | (506068952, 550388781) 1
(-546455403, 614723399) 2 | (614723399, 546455403) 6
(-545798717, 145533394) 1 | (145533394, 545798717) 6
(-544365344, 361033) 4 | (361033, 544365344) 6
(-543421305, 224154941) 8 | (224154941, 543421305) 0
(-541841699, 411237563) 1 | (411237563, 541841699) 4
(-539838521, 20642729567) 5 | (20642729567, 539838521) 3
(-526512689, 3055532356745) 7 | (3055532356745, 526512689) 1
(-523285325, 5316536419153) 1 | (5316536419153, 523285325) 3
(-521685556, 915319809) 2 | (915319809, 521685556) 2
(-518622668, 7) 30 | (7, 518622668) 52
(-513569277, 6638688950112494) 4 | (6638688950112494, 513569277) 3
(-504394497, 3063124) 1 | (3063124, 504394497) 5
(-495689873, 576751794108195392) 2 | (576751794108195392, 495689873) 1
(-495291839, 8) 8 | (8, 495291839) 1
(-491409205, 18034514) 1 | (18034514, 491409205) 1
(-490798267, 479848144) 2 | (479848144, 490798267) 7
(-487659454, 539904371) 4 | (539904371, 487659454) 1
(-484740433, 1881361455) 40 | (1881361455, 484740433) 6
(-478146148, 25) 2 | (25, 478146148) 2
(-473529291, 40876009) 4 | (40876009, 473529291) 5
(-464919232, 229158789) 3 | (229158789, 464919232) 2
(-456626932, 583568127) 1 | (583568127, 456626932) 1
